Year,Country,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Hong Kong SAR","China, Macao SAR",Colombia,Comoros,Congo,Cook Islands,Costa Rica,C�te d'Ivoire,Croatia,Cuba,Cura�ao,Cyprus,Czechia,Dem. People's Republic of Korea,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,Iran (Islamic Republic of),Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia (Fed. States of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,R�union,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,TFYR Macedonia,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United Republic of Tanzania,United States of America,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2017,France,"4,832","6,796","1,452,409",2,996,"21,610",9,61,"13,142","19,372",10,"8,475","12,749","4,173",44,162,"5,069",77,"3,451","155,548",8,"20,724",115,87,"3,194","14,150",40,"58,276",..,48,"17,893","8,873","1,894","22,630","64,306","82,513","26,128",93,..,"16,972","7,530",..,"14,620","111,717",522,16,"27,644","37,190","70,529",4,763,"91,303","10,249","4,852",..,"1,044","9,244",61,"77,889","6,578","6,670","6,540","3,544","4,198","31,407","1,130",395,646,922,"8,806",5,..,158,"3,886",..,..,..,"20,080","1,935","7,698","237,178","6,797",70,"13,085",12,..,..,..,"3,039","30,667","3,111","4,792","75,467",..,594,"10,712",389,"48,791","5,021","23,134","6,212","9,977",12,"9,336","373,182",524,"21,701","1,464","2,621","1,774",8,744,731,"43,270","2,833","47,878",48,796,"2,386",27,"2,656","13,083","122,229",107,"2,575",5,"76,703",497,..,..,"18,037","45,011",..,"12,770",2,"25,326","1,448","1,424",5,"940,552","1,309",479,174,..,"1,344","44,504",..,"1,987",656,"5,585","5,854",..,..,"4,131",109,"24,140",..,517,26,"1,047","11,859","15,454","113,345","724,000",51,149,"21,016","6,658",..,"91,158","64,965","6,287",4,5,"4,821",..,28,17,222,226,"2,526","119,661","85,988",605,"1,320","2,317",..,"4,520","2,631",2,"1,911","5,258",..,"309,049","48,591","1,008","3,256","24,753",20,"10,213","96,715","17,012",247,"4,556","18,426",11,"24,123",..,96,417,"394,506","301,950",213,7,2,588,"16,121",795,"188,161",653,"54,724",..,"2,472","1,118",750,"6,433","127,857",..,16,494,350,695
2017,Germany,"99,973","18,102","23,349",..,..,..,..,..,"18,599","12,651",..,"13,938","258,452","19,244",..,..,"7,601",..,"25,617","35,064",..,"2,148",..,..,"5,380","200,510",..,"64,108",..,..,"105,686","1,549",702,..,"2,703","19,963","19,760",..,..,..,317,..,"15,994","102,709",..,..,"22,190",..,"4,217",..,"1,897","4,049","210,184","14,576",..,"1,858","545,361","3,000","8,755","26,059",..,..,"11,127","8,514","23,428","1,335",..,"14,684","11,763","20,878",..,..,..,"16,344","146,297",..,..,523,"4,433","22,960",..,"30,243",..,"215,784",..,..,..,..,"2,099","4,244",..,..,"1,586",..,"1,444","173,338","1,808","68,521","19,704","137,995","115,429","11,411",..,"14,949","415,875","2,288","33,191","12,704","1,020,277","15,084",..,..,"83,954","3,606","30,814","79,801",..,"1,975","4,484",307,"50,003","21,010","1,597",..,"6,159",..,"1,454",753,..,..,..,..,..,"18,329",..,..,..,24,..,"114,938",..,"2,282",..,..,"3,936","139,761",..,"3,251","1,524",946,"26,712",..,..,"8,867",..,"50,342",..,735,..,"5,105","18,630","56,439","1,936,653","98,796",..,..,"29,259","23,273",..,"592,182","1,084,151","1,237",..,..,..,..,..,..,..,..,"3,757","4,181","107,032",..,"3,266","2,862",..,"42,999","39,871",..,"7,383","18,428",..,"100,899","46,872",..,..,..,..,"20,057","84,578","53,277","29,081",..,"76,258",..,"14,298",..,..,920,"41,471","1,661,588","6,645",..,..,"2,600","262,027",..,"103,700",..,"138,039",..,"3,422","42,412",..,"9,130","113,338",..,..,"2,901","1,009",..
2017,Liechtenstein,..,..,..,..,..,..,..,..,26,..,..,..,"4,011",..,..,..,..,..,..,42,..,..,..,..,..,323,..,176,..,..,12,..,..,..,..,..,..,..,..,..,..,..,..,79,..,..,37,..,..,..,..,..,130,..,..,..,60,..,..,16,..,..,71,..,..,..,..,..,2,..,..,..,..,6,130,..,..,..,..,..,"1,877",..,..,48,..,..,..,..,..,..,..,..,..,..,..,69,2,26,..,..,..,17,..,..,912,..,..,..,..,..,..,..,..,36,..,..,..,..,..,..,..,4,..,..,..,..,..,..,..,..,..,..,..,25,..,..,..,3,..,..,..,..,..,..,..,78,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..,40,60,440,..,..,..,..,..,32,52,..,..,..,..,..,..,..,..,..,..,..,153,..,..,..,..,36,118,..,..,31,..,283,..,..,..,..,..,26,"13,339",..,..,90,87,..,..,..,..,..,22,646,..,..,..,..,38,..,72,..,135,..,..,..,..,..,..,..,..,..,..,..
2017,Luxembourg,..,318,105,..,..,..,..,..,40,..,..,81,"1,026",..,..,..,33,..,43,"21,008",..,..,..,..,..,"2,569",..,316,..,..,931,..,..,"1,714",..,63,251,..,..,..,..,..,61,"1,117",..,..,26,..,..,..,..,..,438,22,..,66,962,..,102,"2,690",..,123,37,..,26,..,..,..,558,..,..,..,..,"1,382","38,384",..,..,..,..,..,"15,056",..,..,"1,934",..,..,..,..,..,..,..,..,..,..,..,"1,152",348,205,..,246,..,"1,725",..,42,"21,877",..,297,..,..,..,..,..,..,..,518,37,..,..,..,..,635,..,..,..,26,..,..,287,..,..,..,55,..,28,..,..,..,"9,065",..,260,..,..,..,..,33,"4,734",..,22,..,..,..,..,..,184,..,..,..,..,..,..,104,201,"3,341","100,460",..,..,50,..,..,"1,844",414,26,..,..,..,..,..,..,..,..,..,33,"6,282",..,..,..,..,751,511,..,..,47,..,"4,241",..,..,..,..,..,"2,185",564,..,..,365,183,..,..,..,..,..,143,212,..,..,..,..,184,..,"6,946",..,"1,162",..,..,..,..,26,118,..,..,..,..,..
2017,Monaco,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"6,435",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,468",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Netherlands,"35,346","1,643","4,211",..,..,"5,221",24,35,"3,656",928,"4,272","11,442","7,054",853,63,144,"1,518",92,368,"59,147",..,308,37,328,942,905,257,"18,714",..,651,"23,456",408,"2,346","12,583",807,"1,995","10,702","4,685",..,68,95,..,"3,599","67,085",..,..,"15,455",..,"1,016",..,846,"1,281",455,"1,415",502,700,926,103,"5,309","3,830",108,80,"9,383","2,530","14,126",437,51,"7,902","1,098","13,436",..,..,70,"3,331","27,807",..,..,104,718,358,"131,877","14,966",35,"15,987",..,48,..,..,817,"2,653",262,"2,437","1,518",..,520,"15,002",518,"28,912","132,117","31,457","43,737","5,831",..,"5,667","29,552","1,050","6,429","1,161",323,"3,327",..,"1,411",90,224,"3,837","3,894",154,"1,934",971,..,"5,307","1,335",206,320,"3,929",..,190,379,..,..,327,385,..,"4,577",..,99,550,..,..,"180,226",692,"1,181",278,..,"1,925",..,..,"4,145",549,278,"7,583",..,..,"2,888",709,"13,132",..,343,140,223,"4,349","13,872","126,133","18,401",..,196,"7,587",185,..,"19,290","60,808","1,196",..,73,67,..,68,26,..,167,"2,509","1,098",176,92,"4,161","3,924","23,421",835,320,..,"28,681","14,889",..,"28,082","10,965",..,"5,009","191,986",90,"5,037","7,515","10,392",69,172,"15,182",..,"1,228",..,..,591,"4,872","204,356",..,..,..,"1,894","1,872","1,213","53,007","1,555","30,259",..,703,210,..,"4,148","14,549",..,..,612,"1,046","1,499"
2017,Switzerland,"4,784","2,082","9,957",..,56,"6,966",..,117,"9,193",768,..,"8,165","67,514",599,134,318,"2,192",88,"1,239","16,847",65,587,..,74,"3,544","59,685",76,"49,250",..,58,"6,176",669,603,"2,208","2,695","7,526","12,829",..,..,211,316,..,"8,039","19,090",..,..,"12,394",31,"1,276",..,969,"3,131","22,576","3,379",..,392,"14,763",518,"7,125","6,229",104,378,"11,154","5,241","6,676",769,44,"9,224",610,"5,405",..,..,72,"5,774","157,721",..,..,289,749,716,"376,007","2,877",..,"9,596",..,48,..,..,"1,057","1,276",355,141,"1,916",..,580,"18,173",428,"19,791","3,790","9,708","7,819","3,783",..,"3,976","274,648",830,"7,878",712,"2,491","3,539",..,487,518,"1,081","1,738","6,411",88,457,"1,139","2,583","1,309","2,503","1,835",113,"2,473",67,464,308,..,..,134,"3,024",..,"6,851",..,275,718,"2,900",..,"18,145","1,313",262,343,..,988,"32,535",..,"1,958",631,206,"3,633",..,..,"2,536",91,"4,616",..,471,269,"1,057","10,103","13,915","27,384","213,555",..,72,"3,758","1,239",..,"15,402","19,950","1,128",..,..,61,..,..,..,..,59,"1,031","2,430","174,909",244,352,"1,935",..,"12,934","4,061",..,"5,119","7,920",..,"65,211","43,708",190,"1,162",112,108,"10,580",..,"3,831",170,"60,994","20,734",..,"1,935",..,..,352,"11,568","87,634",99,..,..,823,"7,641",451,"49,847",921,"39,775",..,"1,769",768,..,"4,137","12,499",..,..,480,379,"1,114"
2017,LATIN AMERICA AND THE CARIBBEAN,339,344,"1,182",..,70,"8,443","1,626","7,938","298,669",877,"5,452","5,133","7,928",9,"1,329",70,214,"5,211",340,"8,959","6,547",35,151,17,"537,062",135,19,"239,935","4,094",175,"1,897",43,30,"1,625",184,313,"47,081","4,516",127,228,21,125,"299,622","122,327","4,614",9,"1,367,625",2,168,10,"31,171",455,"2,990","79,198","8,704",81,"4,105","1,188",285,"2,472",..,"21,835","118,600","94,672","5,054","73,145",69,30,433,265,2,58,10,"1,499","180,538","4,302",5,42,35,166,"81,986",272,23,"4,955",522,"10,938","10,042",10,"103,320",85,"1,162","63,572","431,918",2,"68,658","5,306",629,"15,248","1,986","2,066",943,"1,956",2,"8,720","297,072","35,315","79,954","2,316",75,242,104,135,10,"1,148",546,"28,528",12,49,382,108,"1,541",238,66,20,439,14,101,101,..,"13,169",3,5,2,"69,154",6,174,18,304,"3,097","2,586","1,865",138,66,7,83,"33,784",5,"1,174","343,031",56,"2,766",6,7,"2,218",31,"1,219",29,"22,803",6,"761,755","509,576","8,526","18,208","234,078","19,205",31,"37,374",505,"1,188","6,950","14,085",23,771,"11,926","13,666",115,"15,847",..,60,83,"2,575",492,"1,576",35,11,322,"1,954",613,"1,338",1,56,"24,335",..,"327,191",101,"1,808",62,"41,902",18,"4,586","15,849","21,425",11,"2,078","1,150",60,32,..,287,"16,814",177,"2,127",30,"1,656",4,106,"8,750",87,"63,440",139,"1,313,319","3,107","185,309",42,231,"125,054",498,14,5,30,17,191
2017,Caribbean,..,101,301,..,..,90,"1,568","7,744","3,537",..,"4,591",377,660,..,"1,148",21,..,"4,805",..,991,416,..,135,8,281,5,14,"1,093","4,094",..,219,..,3,3,123,23,"12,369","3,456",27,138,3,14,"2,322","6,889",157,..,"25,424",..,..,8,"1,838",..,..,"23,724","8,402",..,198,..,..,58,..,"20,852","89,275","1,524",76,"1,305",..,..,16,95,..,..,..,36,"107,026","3,337",..,..,..,..,"5,777",105,..,158,80,"10,497","7,908",..,"1,216",..,..,"34,444","407,445",..,"2,747",85,..,"6,195",326,40,27,309,..,116,"7,700","32,903","1,165",87,11,54,..,..,..,..,..,"1,254",..,..,..,..,..,..,..,..,35,..,..,25,..,"10,323",..,..,..,"5,333",..,..,..,..,"3,091",34,..,..,..,..,..,"18,844",..,94,"1,382",27,808,..,..,70,..,199,..,"2,030",..,25,"4,540","4,463",168,"1,780","14,412",..,688,12,812,212,"2,418",..,99,"11,876","11,878",65,"15,291",..,..,..,18,..,74,..,..,..,"1,882",..,..,..,..,208,..,"16,388",40,19,..,"4,443",12,105,"2,486",769,..,26,68,..,..,..,..,"12,527",..,61,..,"1,651",..,12,663,..,"20,406",14,"244,131","3,098",812,..,..,"21,360",62,12,..,..,9,33
2017,Anguilla,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,666,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,389,..,..,..,..,..,..,..,..,..,..,..,..,..,473,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,290,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,920,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,426,..,463,414,..,..,..,..,..,..,..,..,..,..
2017,Antigua and Barbuda,..,..,..,..,..,..,39,..,..,..,5,7,..,..,2,..,..,308,..,..,14,..,14,..,..,..,..,..,99,..,..,..,..,..,..,..,442,11,..,..,..,..,..,136,..,..,..,..,..,..,..,..,..,20,19,..,..,..,..,..,..,"4,840","1,819",..,10,..,..,..,..,91,..,..,..,..,41,5,..,..,..,..,84,31,..,..,..,195,77,..,..,..,..,"6,601",33,..,7,..,..,80,..,..,..,..,..,..,73,"4,069",20,..,..,..,..,..,..,..,..,56,..,..,..,..,..,..,..,..,..,..,..,..,..,5,..,..,..,5,..,..,..,..,"1,160",..,..,..,..,..,..,16,..,12,..,..,40,..,..,..,..,..,..,..,..,..,..,..,..,..,54,..,..,..,..,..,..,..,..,485,689,..,936,..,..,..,..,..,..,..,..,..,23,..,..,..,..,45,..,12,..,..,..,45,..,..,..,248,..,..,..,..,..,..,..,734,..,..,..,6,..,..,..,..,"1,013",..,"2,678",725,..,..,..,39,..,..,..,..,..,..
2017,Aruba,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,298,..,..,..,..,..,"1,134",..,..,"9,827",..,..,..,..,..,..,..,"2,471",..,..,..,..,..,..,107,"4,355",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,259,..,..,..,..,..,290,"1,642",..,..,..,..,332,..,..,..,..,..,..,..,750,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,615",..,..,107,..,..,..,..,..,..,..,..,..,..,..,"1,141","1,010",..,165,..,..,..,..,..,..,..,..,..,..,..,..,113,..,..,..,..,..,..,..,..,..,705,..,..,..,..,..,..,..,..,..,..,"1,345",..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,..,..,..,..,..,..,..,616,..,..,..,..,"3,421",..,..,..,..,..,..
2017,Bahamas,..,..,..,..,..,..,..,14,115,..,..,86,41,..,..,..,..,248,..,31,45,..,40,..,..,..,14,126,3,..,21,..,..,..,..,..,"1,633",..,23,..,..,..,36,179,27,..,201,..,..,..,56,..,..,417,..,..,..,..,..,16,..,78,303,44,32,76,..,..,16,..,..,..,..,..,149,..,..,..,..,..,301,50,..,94,..,34,..,..,36,..,..,"1,391","28,754",..,44,..,..,623,34,..,..,61,..,..,164,"7,819",36,..,..,21,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,139,..,..,..,..,..,..,..,..,..,..,..,56,..,25,10,..,166,..,..,12,..,..,..,54,..,..,327,"1,164",20,16,..,..,..,..,..,106,58,..,..,35,81,..,41,..,..,..,..,..,..,..,..,..,..,..,..,..,..,108,..,115,40,..,..,..,12,30,319,..,..,..,..,..,..,..,..,406,..,..,..,"1,610",..,12,18,..,"2,077",..,"10,071",..,17,..,..,31,..,..,..,..,..,15
2017,Barbados,..,..,..,..,..,..,..,195,..,..,..,24,..,..,49,..,..,..,..,..,22,..,28,..,..,..,..,..,..,..,..,..,..,..,..,..,692,..,..,..,..,..,..,43,..,..,..,..,..,..,..,..,..,58,..,..,..,..,..,..,..,338,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,391,..,..,..,..,..,"6,629",33,..,..,..,..,465,..,..,..,..,..,..,..,999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,109,"2,188",..,"3,130",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47,..,..,..,..,..,..,..,..,..,..,..,"1,497",..,..,..,..,..,..,..,..,"2,522",..,"1,039",..,..,..,..,..,..,..,..,..,..,..
2017,British Virgin Islands,..,..,..,..,..,..,..,789,..,..,..,23,..,..,26,..,..,190,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,245,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1,283","1,782",..,..,..,..,..,..,..,..,..,..,..,23,..,..,..,..,..,60,..,..,..,..,..,..,..,..,..,..,"2,363",..,..,..,..,..,40,..,..,..,..,..,..,..,"1,983",..,..,..,..,..,..,..,..,..,23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,219,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,547,..,..,..,..,..,..,..,..,"1,418",538,..,"2,300",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,420,..,..,..,..,..,..,..,..,834,..,"1,796",..,..,..,..,..,..,..,..,..,..,..
2017,Caribbean Netherlands,..,..,..,..,..,..,29,25,3,..,784,..,..,..,21,..,..,66,..,..,..,..,..,..,..,..,..,..,65,..,..,..,..,..,..,..,90,..,..,..,..,..,..,17,17,..,610,..,..,..,..,..,..,46,"4,275",..,..,..,..,..,..,22,"1,415",..,..,..,..,..,..,..,..,..,..,..,32,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..,..,170,103,..,..,..,..,9,45,..,..,..,..,..,17,409,30,..,..,..,..,..,..,..,..,66,..,..,..,..,..,..,..,..,..,..,..,..,..,28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,196",..,3,..,..,..,..,..,2,..,..,..,..,..,..,..,..,..,48,10,..,..,..,..,..,..,..,..,27,..,..,13,..,..,..,..,..,..,..,..,..,534,..,..,..,..,..,..,17,..,..,..,432,..,..,..,..,..,..,..,..,..,..,..,6,..,..,..,..,..,..,..,..,57,..,610,..,..,..,..,498,..,..,..,..,..,..
2017,Cayman Islands,..,..,..,..,..,..,..,..,11,..,..,174,47,..,172,..,..,170,..,11,327,..,31,..,..,..,..,66,..,..,..,..,..,..,..,..,"1,349",..,..,..,..,14,..,..,..,..,390,..,..,..,121,..,..,704,11,..,..,..,..,17,..,..,61,..,..,..,..,..,..,..,..,..,..,9,35,..,..,..,..,..,127,..,..,..,..,15,..,..,..,..,..,312,17,..,"1,705",..,..,541,..,9,..,215,..,11,85,"9,598",19,..,..,33,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,..,..,..,..,..,..,..,..,37,..,..,..,..,..,..,..,..,..,..,..,35,..,53,368,27,9,..,..,..,..,102,..,127,..,..,14,"1,753",..,..,45,..,..,..,..,..,..,..,..,..,9,..,29,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35,..,27,..,..,..,..,..,..,75,..,..,..,51,..,..,..,..,292,..,..,..,..,..,..,..,..,"1,995",14,"2,676",..,..,..,..,33,..,..,..,..,9,17
2017,Cuba,..,101,43,..,..,90,..,..,154,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53,..,..,..,..,..,123,..,..,..,..,..,56,..,..,..,..,..,163,272,..,..,146,..,..,..,..,..,..,..,..,..,168,..,..,..,..,..,111,56,..,..,..,..,..,..,..,..,..,..,136,..,..,..,..,..,313,..,..,..,80,74,..,..,63,..,..,..,858,..,..,64,..,..,..,..,..,..,..,..,204,271,..,..,..,..,..,..,..,..,..,51,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,369,..,..,..,..,..,..,..,..,..,..,..,..,..,..,248,..,..,..,..,..,..,..,..,75,..,..,78,..,87,..,113,..,..,..,..,63,"1,868",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"4,454",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,568,..,46,..,492,..,..,..,..,179,..,..,..,..,..,..
2017,Cura�ao,..,..,..,..,..,..,42,55,21,..,"1,743",..,..,..,82,..,..,194,..,92,..,..,..,..,..,..,..,..,101,..,..,..,..,..,..,..,91,"2,382",..,..,..,..,..,499,113,..,"4,897",..,..,..,..,..,..,237,..,..,..,..,..,..,..,109,"5,834",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126,..,..,..,..,2,95,..,..,..,..,467,"2,009",..,..,..,..,650,185,..,..,..,..,..,23,"1,327",132,..,..,..,..,..,..,..,..,257,..,..,..,..,..,..,..,..,..,..,..,..,..,31,..,..,..,13,..,..,..,..,..,..,..,..,..,..,..,"9,702",..,..,..,..,..,..,..,..,..,..,..,..,..,..,107,..,..,938,15,..,..,..,..,..,..,..,..,184,..,..,297,..,..,..,..,..,..,..,..,..,509,..,..,..,..,..,..,20,..,..,..,"1,910",..,..,..,..,..,..,..,..,..,..,..,98,..,..,..,..,..,..,..,..,24,..,336,28,..,..,..,"1,824",..,..,..,..,..,..
2017,Dominica,..,..,..,..,..,..,19,446,..,..,47,7,..,..,12,..,..,168,..,..,..,..,..,..,..,..,..,..,85,..,..,..,..,..,..,..,185,..,..,..,..,..,..,38,..,..,..,..,..,..,..,..,..,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80,23,..,..,..,..,30,..,..,..,..,..,38,..,..,..,..,191,"1,407",..,..,..,..,28,..,..,..,..,..,..,..,130,..,..,..,..,..,..,..,..,..,34,..,..,..,..,..,..,..,..,..,..,..,..,..,144,..,..,..,..,..,..,..,..,163,..,..,..,..,..,..,10,..,..,..,..,50,..,..,..,..,..,..,..,..,..,..,..,..,..,16,..,..,..,..,..,..,..,..,63,283,..,126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,..,..,..,16,..,..,..,..,..,..,..,308,..,..,..,..,..,..,..,..,638,..,628,..,..,..,..,30,..,..,..,..,..,..
2017,Dominican Republic,..,..,..,..,..,..,34,183,"1,095",..,163,40,212,..,39,21,..,..,..,261,..,..,16,8,174,5,..,659,76,..,75,..,3,3,123,23,"1,243",..,..,138,3,..,647,"1,517",..,..,"3,687",..,..,8,313,..,..,"3,927",..,..,30,..,..,25,..,15,..,595,..,273,..,..,..,..,..,..,..,27,"2,089",..,..,..,..,..,"1,698",..,..,64,..,..,57,..,438,..,..,23,"336,729",..,433,21,..,97,..,31,27,33,..,62,"3,880",136,352,..,11,..,..,..,..,..,..,153,..,..,..,..,..,..,..,..,18,..,..,25,..,33,..,..,..,"1,531",..,..,..,..,..,34,..,..,..,..,..,606,..,..,298,..,25,..,..,56,..,80,..,774,..,25,"1,460",52,44,109,"6,220",..,577,12,..,43,492,..,99,140,..,65,..,..,..,..,18,..,74,..,..,..,..,..,..,..,..,11,..,"7,221",..,19,..,27,..,75,"1,068",25,..,26,..,..,..,..,..,23,..,31,..,35,..,..,77,..,492,..,"26,397",83,187,..,..,"5,539",..,12,..,..,..,..
2017,Grenada,..,..,..,..,..,..,..,38,..,..,..,..,..,..,30,..,..,179,..,..,..,..,..,..,..,..,..,..,14,..,..,..,..,..,..,..,229,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,344,..,..,..,..,..,..,..,..,..,..,..,..,..,116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,164,..,380,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"2,216",..,..,..,..,..,..,..,..,..,..,..,710,..,..,..,344,..,..,..,..,..,..
